text,label
no response,Sad
a boy who shot dead a squirrel,Sad
when i was accepted as supervisor for a student teacher the notification came by post,Happy
when i was involved in a car accident last november after the first fall of snow i lost control of the car and it spun round and landed on the opposite side of the road on the hard shoulder it was stopped by a pole on top of a bank sloping down to a stream,Fear
with the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post i had more years of service than the male teacher but this was not taken into consideration i could have been given a less attractive job if things had gone the way the headmaster wanted,Angry
a colleagues year old daughter is seriously ill with cancer and has only a year to live i heard about it weeks ago,Sad
no response,Disgust
no response,Sad
no response,Sad
when a close friend met me at the station in the middle of the night when i came back from a long and tiring journey,Happy
having quarreled with a boyfriend he threatened to leave me,Fear
someone didnt show up at a meeting in spite of having agreed to come,Angry
when i understood that my marriage was falling apart and we decided to be legally separated,Sad
at an antipornography meeting when samples from films and magazines were shown,Disgust
comments from other children on my alcoholic father,Sad
having failed to help with the th of march arrangements womens day although i had previously promised to take part in the work,Sad
when i was able to buy my new car after lots of problems,Happy
after my car accident when i woke up in a heap of stones,Fear
when i tried to put up a tent some years ago i was teased and hindered by my cousin,Angry
when my grandfather died,Sad
no response,Disgust
hit a dog with my car and didnt stop,Sad
car accident i let a year old incompetent parson take the wheel and i feel very guilty about what happened even though i suffered the worst injuries,Sad
when i was admitted to a certain school as a student,Happy
my father has a chronic desease in the autumn of he had a very strong fit or seizure,Fear
a drunken friend of mine was beating up another friend who was also drunk,Angry
when i didnt get a certain job at lillehammer which i wanted very much,Sad
my boss on the job failed to keep his promise about something he knew was extremely important to me,Disgust
an exam where questions about very specific knowledge were asked,Sad
i hit my little sisiter on the head with a stone while we were fighting,Sad
when my father managed to begin a new life after the divorce from my mother resulting in a new little sister for me,Happy
a nearaccident in a car driving too fast on an icy road,Fear
my mother and her friends were speaking badly about my father when they were separated and my brothers and sisters and myself were allowed to listen,Angry
being bored in school not being able to marry and have children,Sad
when my mothers new husband treated her and my brothers and sisters badly,Disgust
stealing from my mothers purse when i was a little boy,Sad
no response,Sad
i was in hospital and then was visited by someone quite unexpected,Happy
i was hunting and was lost in the fog in the mountains,Fear
i was accused of a misdemeanour unjustly,Angry
when my girlfriend left me,Sad
slaughtering of animals,Disgust
i entered the wrong room and got into a bed where someone already was sleeping,Sad
i failed to show up at an agreed date,Sad
when i finally managed to get a specific sound from my guitar after baving tried for a long time,Happy
climbing a mountain i got stuck and realized i could get neither up nor down,Fear
meeting generally dominating persons in social occasions,Angry
discovering that lillehammer provided no musical environment that suits my taste even though i had been told so,Sad
cant describe any disgust situation,Disgust
when the cast general election resulted in norway getting a conservative government,Sad
a friend of mine shot himself through the head after having told me and others that he would do so,Sad
when my children were born,Happy
when i almost ran over a small boy who suddenly was in front of my car,Fear
when my father phoned me to come home from my vacation since he no longer had the time to look after my garden and animals,Angry
when i was told that a good friend was seriously ill,Sad
when i learned that a relative had been spreading rumours about me,Disgust
i was talking badly about a person to some friends and discovered that his daughter was listening,Sad
when my exhusband left our house and the children cried because he was not coming back,Sad
when my special friend said i love you for the first time,Happy
after having watched a crime show on the tv i was about to take the dog for a walk then suddenly there was a man on the porch we live some distance away from other people,Fear
when my car suddenly broke down,Angry
when an earlier friend was spreading negative rumours about me,Sad
there is a certain person whom i only have seen he makes me cringe feel disgust,Disgust
cheating to get the best grade on a test in th grade,Sad
a kitten had wandered into our office and i was told to take it back across the street when i crossed back the kitten followed me and was run over and killed by a car,Sad
when my term paper was evaluated,Happy
after seeing a terror movie at the cinema i was so scared that i couldnt even drive the car into the garage i often thought about the film afterwards hoping such things couldnt exist in the real world,Fear
angry with my brother who was making fun of me teasing me,Angry
when my gradmother died,Sad
i overreacted towards my mother and felt ashamed afterwards,Sad
when my parents work very hard and get tired while i go to school and study instead of helping them i feel that im letting them down disappointing them,Sad
got in touch with earlier friends after a long absence,Happy
i lost my way on a trip in the mountains,Fear
being subject to unfair treatment in a working group someone bending the rules was protected by the boss this resulted in more work for the others,Angry
the death of a close friend,Sad
was confronted with a person having negative thoughts of other people because of their social status beliefs color and outlook on life perspective,Disgust
feeling inadequate in a group situation being unable to convey my own thoughts and feelings,Sad
i failed to complete a working task within the agreed time,Sad
receiving a much wanted letter from a very good friend who lives abroad,Happy
before getting back the results of a test in school when i had worked very hard and was worried about not succeeding,Fear
one of my best friends accused me of giving up to early on problems it was only a casual remark on her side but i was angry and hurt,Angry
realizing that school will soon be over and we will all go different ways perhaps never meeting again our friends from this year,Sad
in a public swimming hall i saw a very aggressive man who practically attacked the children who got in his way when he was swimming,Disgust
i was making very strong statements about infidelity in couples then i discovered that one of my best friends who had just been through a very sad case of mutual infidelity was listening,Sad
i had planned a trip to the south during easter together with a friend she was very sorry when i changed my mind and decided not to go after all,Sad
a friend which i hadnt seen for years sent me a small present,Happy
one dark night with no street lights a car was obviously following me,Fear
i was subject to false accusations and got very angry,Angry
i was told by a good friend that we couldnt be friends any more because of his relationship with another girl,Sad
this is difficult since i dont remember feeling disgust towards anyone,Disgust
if i dont go to lectures i often feel ashamed,Sad
i was very angry with a girlfriend for interferring a little too much with my personal affairs i told her so rather strongly and she started crying,Sad
when my fiancee travelled km to visit me and i hadnt seen her for months,Happy
i was beaten up at a private new years party once through no fault of mine,Fear
i felt unfairly treated at an airport being told to use a different counter for domestic traffic only,Angry
when my grandmother died,Sad
the murder of two girls on a school trip to berlin and sexual crimes generally a couple of years ago,Disgust
when taking part in the mobbing of one of my best friends in primary school,Sad
when i secretly tried smoking for the first time being years old,Sad
when the person that i was very fond of returned to me,Happy
not applicable to myself,Fear
when students in our working group showed no responsibility or interest in our work,Angry
a very close friend left me,Sad
some people were unfairly treated because of their nationalitycolour,Disgust
taking part in the mobbing of some girls in my class in primary school,Sad
not applicable to myself,Sad
a close acquaintace cried for me i felt happy because somebody cared,Happy
a letter from my boyfriend began in such a way that i thought he was going to end our relationship i was afraid of reading the rest,Fear
my nephew is a deaf and also hyperactive boy i had been responsible for looking after him for a full day and was very tired then he suddenly grabbed a knife and stabbed me in the leg i got so angry that i didnt feel any pain,Angry
a woman i know is slowly dying from cancer observing this process makes me sad,Sad
close friends talking badly of other friends,Disgust
my father died after two very painful weeks in bed i felt relieved and was ashamed of that,Sad
we had a day off from school instead of helping my mother with her job i stayed in bed all day,Sad
renewed contact with an earlier friend,Happy
fearing the use of power or reprimands when i belong to the minority,Fear
a close friend first said he accepted an agreement but later used that agreement as a reason for attacking me,Angry
when realizing that my girlfriend and myself in fact had started the process of breaking up,Sad
political and military trnsgressions around the world generally speaking this cannot be described through this questionaire,Disgust
was accused of having hidden intentions in a situation when i believed i was acting honestly and fairly,Sad
when my aunt took her own life i felt guity for not understanding that she needed support,Sad
receiving a postcard form my sweetheart who was abroad on vacation not being at all sure if he would write me or not,Happy
doesnt apply,Fear
when i tried to breake it up with my boyfriend and he refused to let me go,Angry
having to go back home form the us after having been there for ten weeks to visit my brother and his family,Sad
doesnt apply,Disgust
doesnt apply,Sad
i dated another boy several times when i was still going with my former boyfriend this made me feel a little bit guilty towards my friend,Sad
finding my glasses again after having lost them in town,Happy
falling off a cliff in the mountains,Fear
having a fight with a class mate,Angry
when the gear broke on my car,Sad
cant remember having had this feeling,Disgust
cant remember that feeling,Sad
i forgot to lock the outside door at my land ladys place,Sad
i got a job right after school was over,Happy
going home alone through the forest after a girl guide scout meeting,Fear
i get angry when people disbelieve me or misunderstand me,Angry
at the death of a close relative,Sad
having been unjustly punished i feel disgust towards the person responsible,Disgust
being caught in changing the truth lying,Sad
doing something wrong at home and then letting my normally more rampant brother take the blame,Sad
having passed the exam required to be an authorized radiotv dealer,Happy
climbing a mountain where the rocks were very loose when we realized the danger we were very high up but still had a long climb ahead,Fear
being a spokesman for the union i got into a quarrel with a colleague who had been acting disloyally over a sustained period of time,Angry
when my grandfather died with whom i had a very close relationship,Sad
reading about executions and massacres which happened during world war ii i felt disgust towards those who did it,Disgust
i woke up at the house of someone i knew not remembering very much about what had been said or done during the party on the previous night,Sad
borrowing a car and then having a minor accident breaking a headlight,Sad
succeeding in helping others,Happy
when i realized that we are living on borrowed time and that the nuclear holocaust appears to come closer every day,Fear
when others let me down fail to keep agreements,Angry
death in the close family,Sad
when people manipulate others through appearing better than what they really are,Disgust
participating in a theft several years ago,Sad
feeling helpless not being able to accomplish what i really wanted to do,Sad
i received the message that id been accepted at the school where i really wanted to go,Happy
i came home and discovered that someone had broken in then i realized that they probably were still there,Fear
i was accused of having drunk a bottle of liquor and then refilling with water,Angry
got a package from my parents without even a small note enclosed,Sad
quarreling with my father when he made false assertions,Disgust
telling friends about how my parents had been treating my brothers and sisters unfairly,Sad
ive always defended my sister when needed at the expense of my brother this has led to feelings of guilt towards him,Sad
winning the local soccer championships this year was a great joy,Happy
before important sports events,Fear
when colliding with my car i myself was to blame,Angry
not succeeding in a crosscountry skiing competition which i intended to win,Sad
cant remember any episode of disgust,Disgust
when i got really drunk on norvegian indipendence day and was not allowed to participate in football soccer games for two weeks that was very unpleasant,Sad
when i and the boy next door set fire to a house by accident,Sad
getting the top price in the football pools,Happy
was threatened with a knife in the military by soldiers form another unit the reason was girls,Fear
when my mother treats me as a year old boy,Angry
getting to know that my uncle in america had a brain tumor,Sad
outside a night club a grown man was sitting on top of a younger woman beating her up,Disgust
my father was a member of the public alcohol and drugs board when i was picked up by the police for being drunk in a public place,Sad
when being illoyal disloyal to people close to me had such an episode with my sister who should have received my support and attention,Sad
receiving close friends form abroad whom i hadnt seen for years,Happy
motorcycle accident with two people involved running off the road broke an arm only,Fear
having agreed to share the taxi expenses three people in the back of the car just ran off leaving the person up front with the entire bill,Angry
death of a close friend,Sad
cant remember any such feelings now,Disgust
at a private party i literally fell into the food the party was completely ruined for the host carpets had to be cleaned etc,Sad
accidentally dropped a friends camera flash so that it was broken,Sad
selling my used car,Happy
almost crashing my car something which could have led to great problems,Fear
realizing that a friend had been talked into signing a certain contract,Angry
talking to a pensioned and bitter street order policeman,Sad
the sadistinc exacution of a student in the usa,Disgust
forgetting an important appointment,Sad
not keeping a promise of delivering materials of great importance to the receiver,Sad
managed to run km on skis fairly simply,Happy
afraid i wouldnt catch the train when i was going to see my sweetheart,Fear
receiving personal criticisms early in the morning,Angry
not getting a job,Sad
seeing a pornographic film when looking for a place to live,Disgust
when unjustified hurting other people,Sad
the negative feelings towards me displayed by my parentsinlaw,Sad
reunion with my wife after a legal separation,Happy
the house was on fire and i was saved by the dog i am afraid of the fire verging on panic,Fear
physical violence a friend wouldnt listen to me i repeatedly tried to warn him to no avail result eight people were pissed off,Angry
my father dying,Sad
maltreatment of children,Disgust
i lost my drivers licence because of speeding,Sad
car accident hurt three of my closest family,Sad
relating to my closest family,Happy
thinking of the unknown what happens at the moment of death etc,Fear
in traffic i often get relatively angry with other drivers several transgressions make me mad especially not yielding to priority traffic eg coming from the right,Angry
losing close people and animals so far ive felt most when losing our dog in a traffic accident,Sad
i feel disgust towards those who are responsible for the death of others,Disgust
talking about a persons unattractiveness not realizing that the person was listening,Sad
i often feel guilty and it has to do with other people eg if i havent visited my older relatives for a while,Sad
when the contract about my shop was signed,Happy
being very close to having an auto accident almost driving off the road,Fear
having gone to school without learning anything as usual,Angry
my sweatheart were away on a trip and then she got problems,Sad
overeating a traditional type of food blood pudding,Disgust
forgot to do some shopping that i had promised to do,Sad
i crashed my fathers car,Sad
receiving a letter form a girl that means a lot to me emotionally,Happy
being close to drowning,Fear
being slandered by friends,Angry
love problems,Sad
does not apply,Disgust
having finally to admit i was wrong after having denied it for a long time,Sad
being aggressive against members of my family,Sad
i won the country ski championship,Happy
i was scared in the dark when i was a little boy,Fear
angry when our team small boys lost the county championship football final,Angry
my grandfathers death,Sad
a teacher gave me lower grades than i was entitled to and was hoping for,Disgust
was caught stealing apples in a neighbors garden,Sad
not helping parents enough at home and at the farm this has happened many times,Sad
when the bank let me borrow some money this winter after my grant was spent,Happy
once i was stopped by the police in spain when i had some grass in my tobacco,Fear
my father accused my brother of having bumped his car and it was wrong,Angry
when a girlfriend left me,Sad
when a friend dropped a frog down my neck and i didnt know what it was,Disgust
fighting with my father while drunk,Sad
during th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized,Sad
i am a school teacher at a teacherparent meeting i received a good deal of positive feedback on my work both from the parents and through them from the pupils,Happy
as a child when i was at home alone i felt in an indefinate manner afraid of the death of my father and mother,Fear
i had a discussion with my mother concerning my sisters divorce we disagreed strongly,Angry
as a tenyearold i was at the funeral of my grandfather it was more the ceremonies held in the church and not really the death of my grandfather which made me sad,Sad
i had a discussion with my wife about an overweight acquaintance of ours about her eating habits and the scars caused by her pregnancy,Disgust
when i confessed to my girlfriend now my wife that i had betrayed her with another woman,Sad
the same as in shame,Sad
a successful lesson,Happy
i was thinking about death,Fear
a conflict with a pupil,Angry
when i am at home alone,Sad
a saturday night a bus full of drunken people,Disgust
a conflict with a pupil and there were probatory teachers present,Sad
selling the appartment after my divorce,Sad
when in an economic crisis i got an unexpected sum of money,Happy
in the dark an unreal figure formed by a shadow,Fear
when i was treated unfairly regardless of my motives or deeds,Angry
when i noticed obvious marks of old age in a negative sense on a close relative of mine,Sad
as a child when i saw an unesthetic sight,Disgust
on a social occasion i noticed that i reacted on the basis of my autonomous nerve system i could not help it,Sad
when i caused needless anxiety to a person close to me because of my lack of selfinsight,Sad
i was coming home from an exam and i supposed that i had passed it so i ran to a restaurant for a beer,Happy
i had been drinking with a pal and i later o clock had a date with my fiancee we were going to a spanish lesson and i was afraid that she would smell that i had been drinking,Fear
my fiancee and i were at my parents place watching tv there were only two tvchairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on,Angry
i had drunk a couple of beers and my fiancee got angry at me,Sad
we were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate,Disgust
we got into a fight with some chaps in front of our family house the value of the property destroyed was approximately fim i felt ashamed when my parents came to know about this,Sad
we had had a party the night before and we still had some liquors left the morning after i went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat,Sad
while dancing in a restaurant last week,Happy
i was on the inter rail in naples alone after an evening in a restaurant i was going back to the hotel when a prostitute approached me to sell herself i refused but as i carried on walking i felt that i was being followed by someone,Fear
when a girl left me,Angry
i was on my way back from the inter rail on board the ferry from stockholm when my father called me at oclock to tell me that my uncle had died and that i would be seeing him off on his final journey within four days,Sad
on reperbahn in a restaurant a charming old saleswoman came to beg a drink for herself,Disgust
at the funeral of my uncle i was one of the bearers i was not familiar with the etiquette and acted tactlessly because of my ignorance,Sad
on reberbahn i was in a restaurant where drinks were overpriced i did not ask for the prices beforehand and when the bill came i could not pay the bill,Sad
my girlfriend gave me some feedback and i understood that it meant that our relationship was about to turn even closer,Happy
at the dentists waiting for my turn to come,Fear
while in the army i was treated unfairly by my superiors i was held responsible for a deed of which i was innocent,Angry
when i came to know that my grandmother had died she was very close to me,Sad
in the army an acquaintance of mine tended to use his position to advance his own interests,Disgust
when i lied to my girlfriend telling her that i had passed an exam when i actually did not even take it,Sad
when i spoke ill of a fellow worker in the absence of this person,Sad
when i look at people around and know that people who are stupid look stupid,Happy
when i saw russian roulette on tv obviously the movie deer hunter,Fear
when stupid people push me during rush time in the city,Angry
laziness makes one sad,Sad
when i saw hundreds of snakes twisting over one another in a movie,Disgust
i saw a skidrow chronical alcoholic and i was ashamed of the people with a high standard of living,Sad
when i shot a bird in the head with a shotgun,Sad
being close to another person,Happy
uncertainty about my own abilities in an exam,Fear
an unfair punishment,Angry
loneliness being uncertain of myself in the autumn,Sad
a rich man expressing disgust towards an alcoholic,Disgust
a man asked me may i sleep in your stairway and i answered no,Sad
the same as in shame,Sad
i went to a doctor with a complaint the doctor told me that i was completely healthy,Happy
my father was away from home and he did not come back when he was expected he came back several hours later than expected,Fear
i had an implicit agreement with my sister about meeting her however she had not understood the situation the same way so she did not turn up,Angry
i realized that the girl i loved had to leave me,Sad
in the bus i was sitting next to a colleage who was drunk and behaved in keeping with his state,Disgust
i had promised to help out with domestic chores and i forgot about it,Sad
i had promised to call a girl but i did not do it,Sad
when i unexpectedly received birthday greetings from a person i like,Happy
i returned home late from a party last night and i felt afraid trying to anticipate the reaction of my father,Fear
when i learned that my brother had spoilt an lp of mine,Angry
when i came to know that a girl i was fond of already had a boyfriend,Sad
a too eager approach by a dirty drunken person in a bus,Disgust
i made a major mistake while learning how to use a computer programme and the teacher criticized me,Sad
i reproached my mothers cooking and criticised her personality and she felt hurt and depressed,Sad
i shot the decisive goal in an icehockey match,Happy
when i got lost in new york city a late friday night with a friend of mine,Fear
after having quarelled with a relative of mine about politics,Angry
the death of my grandmother,Sad
when i noticed that a nice person was being exploited economically,Disgust
i slandered a person behind his back and he got to know about it,Sad
i had quarelled with a friend of mine and i later realized that it was also my fault,Sad
i passed an exam which i was not sure at all to pass i rejoyced at the result because the possibility of continuing my studies depended on it,Happy
in the traffic with a car i nearly got crushed between a bus and a tram the attention of other drivers saved me at the last moment,Fear
i was disappointed and angry at the bad quality of a documentay program on tv in my opinion the topic was important and the program should have been made with seriousness and consideration,Angry
my father had a heart attack when i was not at home i was still living with them he recovered relatively well although he had to retire which implied relief from the stress of a small scale enterprise,Sad
at my grandmothers detestable and selfish conduct towards my elder sister although her behavior was due to senility and lack of understanding,Disgust
i arrived late at a seminar concerning my major subject at university although i had been appointed to formally oppose the paper which was being presented,Sad
i had asked the salvation army to take away a piece of furniture of mine but i forgot to cancel the agreement a friend of mine took it and i thereby caused the salvation army people some unnecessary work,Sad
on the cliff by the sea the silence and the sudden voice of a birdswans of the bay,Happy
a dark night when i had to go to the outdoor lavatory,Fear
when i realized that i was far behind the others in the language course and i could no longer catch up with the others,Angry
the long lasting illness of my grandmother and the changes in family relationships caused by it,Sad
spoilt smashed and molded potatoes in the fridge and having to clean up the dish later,Disgust
a truth expressed unthinkingly at a coffee party i realized later that i had been inconsiderate at a wrong moment and the wrong place,Sad
i did not go to the exercises without any adequate reason,Sad
when i got home from my job i found a letter from the university telling me that i had been admitted to begin my studies,Happy
while watching tv a war movie i felt a strong fear of death threat and fear of loosing people close to me,Fear
i was angry with a friend of mine who behaved in an affected manner,Angry
i made a longdistance call to people rather close to me and i thought about the sad incident that had happened to them in the near past i knew that they were thinking about it too when i made the call,Sad
my parents inherited an appartment and this made them behave in a peculiar manner,Disgust
when my friend let my personal matters be publicaly known,Sad
when i think about my family parents brothers sisters guilt is a part of my feelings,Sad
i unexpectedly met a girl with whom i have always got along well i had not seen her for several months,Happy
when my father was very drunk and raging at home,Fear
when i did not find the rack used for beating up rugs in the yard,Angry
when one of my cat died of a disease,Sad
i felt disgusted at the environment while getting back to my student lodging i did not see anything in the suburb which had been planned by taking peoples comfort into account,Disgust
my girlfriend was away visiting another city and i brought another girl home next morning when i started getting sober i felt quite ashamed of myself,Sad
i got fim too much when i changed money at the bank they soon called me at my job and the situation was embarrasing for me,Sad
in sweden a friend and i lived in an appartment owned by a finn one day this man came back to the appartment heavily drunk hashish and alcohol he was quite dizzy and he broke down and i could not foretell his reactions however nothing happened,Fear
i had an appointment downtown and the person in question was half an hour late,Angry
the death of my grandmother,Sad
in the army i had been in hospital for two weeks and as soon as i returned to the company a sergeant ordered me to fetch a load on the tractor trailer,Disgust
on the way back from a summer spent in sweden i drunk with a man in the train i had drunk so much that when i got home i fell asleep in the entrance hall i have never drunk that much neither before nor after that incident i was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed,Sad
while at primary school i did not let a friend ring a bell although he would have liked to do it afterwards i felt bad,Sad
i got a fairly large amount of my taxes back,Happy
i was jogging in the forest in the central park area when i saw a man hiding behind a tree i got frigthened turned around and ran out of the forest,Fear
i was coming home in a taxi with a fellow worker of mine he was criticizing my earlier conduct towards him which to my mind was unfounded when i reached home i ran out of the taxi and slammed the door,Angry
i had had a farewell party at the place where i had been working for a year that night i could not fall off to sleep i was sad thinking that i would not see my nice fellow workers again,Sad
i was travelling in a local train when a drunkard smelling terribly entered the same carriage and started eating fish that was stinking,Disgust
while quarelling with a fellow worker of mine i was vehement and irritated and i told him what i thought of him in plain language i was ashamed of myself when i met him the next day,Sad
i was working as a secretary my boss was to go to give a lecture and wanted me to give him the exact address of the place,Sad
a sunny autumn day after a long rainy period,Happy
years ago on my way to school by the forest path i came across an exhibitionist,Fear
a person close to me mistook my good intentions for bad and therefore associated unpleasant traits to me,Angry
a person close to me told me that his positive regard depended on my conduct,Sad
when an untidy and heavyly drunk person made endeavours to approach me,Disgust
as a little girl i was sick in the middle of a school day and i vomitted in the basin of the classroom,Sad
i lost my selfcontrol and raised my voice at a child,Sad
i got to know that i had been accepted at university,Happy
i had been watching a tvprogram on paranormal phenomena at night i could not fall off to sleep as i feared that humanoids were on the move,Fear
my superior blamed me for some neglects at work in front of others in fact the task in question was not supposed to be done by me,Angry
my father suddenly fell ill and died,Sad
when a friend of mine got drunk and started to blame and scorn my other friends and me,Disgust
when i forgot a promise made to a friend of mine,Sad
it was my turn to cook dinner i forgot a dish the favourite of the family in the oven and it got burnt and was uneatable,Sad
my joy was the joy of meeting again my husband came home after having been away for weeks for work i was on the railway station to meet him,Happy
i was alone at home and i could hear odd noises coming from above our bedroom i knew that nobody lived there since it was an office i got frightened later i was given a natural explanation,Fear
a relative of mine had come to see my husband to talk to him about a problem concerning his sister and me i was angry because this relative of mine did not dare to speak to me and instead spoke to my husband i got to know about it later the same day,Angry
the death of my father even though we had not been very close to each other,Sad
the male friend of my mother a widow moved in to live with us i did not like the man,Disgust
at school i was talking to a classmate about mathematics i had grown weary of it and said i would like to throw the book on the arse of kuikka my classmate said now he is sitting there and waiting for the book kuikka was one of the most quiet boys of the class i was ashamed of myself,Sad
the death of my father made me feel quite guilty because my attitude towards him had been cold and indifferent,Sad
my mother sister and i were thinking about old times our childhood and we had a very happy time,Happy
my husband had gone to drive a strange broken car at the agreed time he had not returned and i feared that he had had an accident,Fear
i am a school teacher one of the classes does not obey me at all keeps on talking does no work one afternoon everything went wrong and i got exceedingly angry,Angry
a young close relative of mine died leaving behind a baby a few months old,Sad
a series about freud was shown on tv in it a tampon had been set in the nose of a woman and forgotten there after great pain it was taken off closeup picture the woman was bleeding from the nose and the mouth,Disgust
i had promised to lend something to my motherinlaw and i forgot it a couple of times when she asked me about it the third time i was ashamed at my absentmindedness,Sad
a borrowed car broke down while i was using it it was not my fault nevertheless i felt guilty,Sad
i started a new branch of studies after having failed a former one when i got back my exam papers i was very happy to know that i almost had full marks,Happy
i was diving below the ice in a cave at a depth of metres visibility was almost zero and the oxygen level decreased threateningly there were three of us divers on one safety rope,Fear
my mother carried on using mental pressure concerning something which was serious and a real burden to me,Angry
my grandfather died i went to the mortuary and saw the corpse,Sad
the same as in anger,Disgust
as a child when i was blamed for peeing in the swimmingpool,Sad
a friend of mine was drunk and having an argument on the street with a woman appparently his girlfriend i was walking on the other side of the street and thought that i was not supposed to interfere later i heard that he had shot himself that evening,Sad
my girlfriend sent me a letter with a shiny picture in it,Happy
i was about to begin a journey in a car with an acquaintance of mine,Fear
on the tv news i heard that nicaragua had complained about the increasing threat of war with the usa,Angry
my girlfriend gave me the mitten left me,Sad
watching a violent movie,Disgust
the morning after a wild party,Sad
i picked up a girl and i thought that i had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship,Sad
when to my surprise i got to know about having got very good high school graduation marks,Happy
my grandmother was about to die and it had the effect that at night after having read a book and once in bed in perfect darkness the fear arose that i too may suddenly die,Fear
when i checked my examination paper and realized that i had been careless thoughtless lazy and hasty so as to make unnecessary mistakes concerning things i know and understand,Angry
when we decided my boyfriend and i that we would separate i realized that he would have wanted to continue our relationship and the coming separation hurt him,Sad
when an acquaintance of mine told me about the way his parents treated their sons in an unequal manner the most successful of them got continuous encouragement and the youngest was not encouraged and was rejected,Disgust
i was talking to a friend of mine about our parents and education i said something and then realized that i did not know my friends parents their motives and education i felt ashamed at having talked about something i did not know anything about,Sad
my mother told me that the enveloppes that i had been tearing i had torn the stamps away in good faith had been the firstday enveloppes which my father had collected as a young man,Sad
i am not especially good at english and after the high school graduation exam in english i tensely waited for the result the whole day in the evening when i heard that i had done excellently i became very happy and the anxiety vanished my family was at home,Happy
i feared that i was pregnant it was not planned and i would have been compelled to have an abortion which i would not have liked at all fortunately after a weeks anxiety i got to know that i was not pregnant,Fear
a member of a religious sect tried to convert me using really evil tricks to persuade me after he had left i was anxious and angry for a long time after the event i was alone,Angry
when my boyfriend wanted to leave me i felt sad and melancholic,Sad
in a film there was an episode where they used a chain saw to cut a man i could not look at it but i could not avoid listening either i sought shelter in my boyfriends arms,Disgust
i thought i would be able to use the mangle of the house and so i did not want any help however i blocked it and i had to get the janitor to help me out he reproached me for not having followed the instructions,Sad
i promised my friends that i would take care of something but i kept forgetting about it when they asked me about it i promised to do it immediately however i got started only after a couple of months i felt that i had betrayed my friends,Sad
when i got an unexpected letter from a guy who had been my school mate,Happy
when my brother went to shoot wild ducks i feared that the boat would overturn and he would drown or that the gun would accidentally go off,Fear
my father had once again told me that i should be careful and try to seek admission to other places also apart from the faculty of social sciences at the university of helsinki i was not at all interested in any other place and had no time to study for other entrance exams,Angry
i would have liked to go out to chat with some acquaintances but i realized that i was not wanted i felt hurt disappointed lonely and deserted,Sad
when an acquaintance he was drunk of my roommate vomitted on the kitchen carpet it was past midnight and my roommate had just moved in this acquaintance had helped her move in,Disgust
i was carried away while talking about my visits abroad and i tended to boast a little till i realized that the listener was amused,Sad
when i was babysitting at my cousins place i tried to have a pleasant time and did not really take care of the child i do not care very much about children,Sad
when i got points in an exam of statistics the result was unexpected and it made me realize that statistics do not surpass my abilities as i have sometimes thought,Happy
when a big angry dog put its snout on my arm and had i made one movement it would have bitten me,Fear
when my roommates were watching videotapes and prevented me from watching the news the first feeling i had was that i was being treated unfairly and then came the feeling of anger,Angry
when after a night of sleeping in anothers arms one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning,Sad
when an unpleasant person tried to make friends with me a subtle small insignificant grey being whose helplessness and neutrality evoked the feeling of disgust in me,Disgust
badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what i wanted to say thoughtlessness,Sad
when i behaved improperly fought in a public place afterwards i felt guilty about my conduct,Sad
when my friend told me that he would come and meet me in a moment,Happy
my father had been drinking and i feared him when we went to bed at night,Fear
my friends promised me that they would definitely call me to tell me if they were visiting me or not,Angry
a close friend of mine had not contacted me for a long time,Sad
a friend of mine came to see me when he was quite drunk,Disgust
i said something especially stupid which i did not mean at all,Sad
i did not go to help a friend of mine though she probably needed me,Sad
when i felt that an exam which i had feared was an easy one and went well,Happy
i was afraid when my dog ran out through a crack in the fence when a train was coming,Fear
when a friend of mine was drawn into a fight because of the stupid gang he belonged to i felt angry with him and his friends they could not think about anything sensible but would fool around without taking into consideration the feelings of other persons,Angry
i felt sad after having had an argument with my boyfriend i felt that he did not understand me and that there was no point in carrying on with the relationship,Sad
i detested my father who was a drunkard he would rave threaten and blame my mother and me he finally drove us away from home,Disgust
when i was on holiday with my former boyfriend he hit me and behaved in a very evil and ugly manner in front of the hotel personnel,Sad
when as a child i stole from a friend of mine the ring she had got in an easter egg,Sad
when i got home from a pleasant trip abroad i got to know that i had been accepted at university,Happy
at school i had acted against the will of the group and the next day they promised to take revenge on me,Fear
my mother had for some time been trying to separate me from a good friend who she thought was not good company for me finally at breakfast one day we had an argument and i tried to defend my friend,Angry
i got to know about the death of a close friend,Sad
when i was watching a movie with many violent episodes they accurately showed the cutting of corpses etc,Disgust
when i was caught telling a white lie at that time i was not allowed to stay outdoors after pm one day when i was late i made up a story that our neighbour had invited me to his place though i had actually forgotten about the time while playing with my pals,Sad
when before the last exam i have taken i went out instead of studying,Sad
when i was pressing figures on the curtain cloth i had bought the cloth after months of hindrances,Happy
